time,red,green,blue,green2,blue2,orange
21:37:29,629,29.839662,13.361350
21:37:29,28.592750,30.927831,48.690895,43.145629,29.839662,13.361350
21:37:29,31.637212,34.031688,50.290382,46.306137,31.359674,16.395666
21:37:30,31.637212,34.031688,51.894309,44.723983,32.883701,16.395666
21:37:31,30.113183,34.031688,51.894309,46.306137,32.883701,14.876500
21:37:32,31.637212,34.031688,51.894309,46.306137,31.359674,16.395666
21:37:33,31.637212,34.031688,51.894309,44.723983,32.883701,16.395666
21:37:34,31.637212,34.031688,51.894309,46.306137,32.883701,16.395666
21:37:35,31.637212,34.031688,51.894309,44.723983,31.359674,16.395666
21:37:36,31.637212,34.031688,51.894309,44.723983,32.883701,14.876500
21:37:37,30.113183,34.031688,50.290382,46.306137,31.359674,16.395666
21:37:38,31.637212,34.031688,51.894309,44.723983,32.883701,16.395666
21:37:39,31.637212,34.031688,50.290382,44.723983,31.359674,16.395666
21:37:40,31.637212,34.031688,47.095420,44.723983,32.883701,16.395666
21:37:41,31.637212,34.031688,48.690895,44.723983,32.883701,16.395666
21:37:42,31.637212,34.031688,48.690895,44.723983,32.883701,16.395666
21:37:43,30.113183,34.031688,48.690895,44.723983,32.883701,16.395666
21:37:44,30.113183,34.031688,47.095420,44.723983,32.883701,16.395666
21:37:45,31.637212,32.477859,50.290382,44.723983,32.883701,16.395666
21:37:46,30.113183,34.031688,43.917156,44.723983,32.883701,14.876500
21:37:47,31.637212,34.031688,59.977790,44.723983,32.883701,16.395666
21:37:48,31.637212,32.477859,59.977790,44.723983,32.883701,16.395666
21:37:49,30.113183,34.031688,59.977790,44.723983,32.883701,14.876500
21:37:50,31.637212,34.031688,59.977790,44.723983,32.883701,16.395666
21:37:51,31.637212,34.031688,59.977790,46.306137,34.411323,17.918636
21:37:52,31.637212,35.589748,61.607505,46.306137,34.411323,17.918636
21:37:53,33.165256,35.589748,61.607505,46.306137,34.411323,17.918636
21:37:54,33.165256,35.589748,61.607505,46.306137,34.411323,17.918636
21:37:55,33.165256,35.589748,61.607505,46.306137,34.411323,17.918636
21:37:56,33.165256,35.589748,61.607505,46.306137,34.411323,17.918636
21:37:57,31.637212,35.589748,59.977790,46.306137,35.942962,17.918636
21:37:58,31.637212,35.589748,61.607505,46.306137,35.942962,17.918636
21:37:59,33.165256,35.589748,61.607505,46.306137,35.942962,17.918636
21:38:00,31.637212,34.031688,55.114849,46.306137,35.942962,17.918636
21:38:01,33.165256,34.031688,56.731460,46.306137,35.942962,17.918636
21:38:02,31.637212,35.589748,56.731460,46.306137,35.942962,17.918636
21:38:03,33.165256,34.031688,58.352512,46.306137,35.942962,17.918636
21:38:04,31.637212,35.589748,58.352512,46.306137,35.942962,17.918636
21:38:05,31.637212,34.031688,47.095420,46.306137,35.942962,17.918636
21:38:06,33.165256,35.589748,48.690895,46.306137,35.942962,17.918636
21:38:07,31.637212,35.589748,47.095420,46.306137,35.942962,17.918636
21:38:08,33.165256,34.031688,47.095420,46.306137,35.942962,16.395666
21:38:09,33.165256,35.589748,45.504173,46.306137,37.478614,16.395666
21:38:10,31.637212,35.589748,47.095420,46.306137,37.478614,16.395666
21:38:11,33.165256,35.589748,48.690895,46.306137,37.478614,17.918636
21:38:12,31.637212,35.589748,48.690895,46.306137,37.478614,17.918636
21:38:13,31.637212,35.589748,48.690895,46.306137,37.478614,17.918636
21:38:14,31.637212,35.589748,48.690895,46.306137,37.478614,17.918636
21:38:15,31.637212,35.589748,48.690895,46.306137,37.478614,17.918636
21:38:16,31.637212,35.589748,47.095420,46.306137,37.478614,16.395666
21:38:17,33.165256,34.031688,47.095420,46.306137,37.478614,16.395666
21:38:18,31.637212,34.031688,47.095420,46.306137,37.478614,17.918636
21:38:19,33.165256,35.589748,47.095420,46.306137,39.018074,16.395666
21:38:20,33.165256,35.589748,47.095420,46.306137,39.018074,17.918636
21:38:21,33.165256,35.589748,47.095420,46.306137,39.018074,17.918636
21:38:22,33.165256,35.589748,47.095420,46.306137,39.018074,16.395666
21:38:23,33.165256,35.589748,47.095420,46.306137,39.018074,17.918636
21:38:24,31.637212,35.589748,47.095420,46.306137,39.018074,17.918636
21:38:25,33.165256,35.589748,47.095420,46.306137,40.561546,17.918636
21:38:26,33.165256,35.589748,48.690895,46.306137,40.561546,17.918636
21:38:27,33.165256,35.589748,45.504173,46.306137,40.561546,17.918636
21:38:28,33.165256,35.589748,45.504173,46.306137,40.561546,17.918636
21:38:29,31.637212,34.031688,45.504173,46.306137,39.018074,16.395666
21:38:30,31.637212,34.031688,47.095420,46.306137,40.561546,16.395666
21:38:31,31.637212,34.031688,47.095420,46.306137,40.561546,16.395666
21:38:32,31.637212,34.031688,42.334156,46.306137,40.561546,16.395666
21:38:33,31.637212,34.031688,40.755378,46.306137,40.561546,16.395666
21:38:34,31.637212,34.031688,42.334156,46.306137,40.561546,16.395666
21:38:35,31.637212,34.031688,40.755378,46.306137,40.561546,16.395666
21:38:36,31.637212,34.031688,43.917156,46.306137,42.109039,16.395666
21:38:37,31.637212,34.031688,43.917156,46.306137,42.109039,16.395666
21:38:38,31.637212,34.031688,43.917156,46.306137,40.561546,16.395666
21:38:39,31.637212,34.031688,42.334156,46.306137,42.109039,16.395666
21:38:40,31.637212,35.589748,45.504173,46.306137,42.109039,16.395666
21:38:41,31.637212,34.031688,43.917156,46.306137,42.109039,16.395666
21:38:42,31.637212,34.031688,59.977790,46.306137,42.109039,16.395666
