time,red,green,blue,green2,blue2,orange
20:23:37,31829,-0.102095
20:23:37,16.568359,15.646757,29.818946,29.126476,16.331829,-0.102095
20:23:37,.102095
20:23:37,16.568359,15.646757,29.818946,29.126476,16.331829,-0.102095
20:23:37,16.568359,15.646757,29.818946,29.126476,16.331829,-0.102095
20:23:37,21.048917,20.189882,32.923229,33.763240,19.306959,2.863312
20:23:38,19.551734,18.671560,31.369186,32.213638,17.817598,2.863312
20:23:39,19.551734,18.671560,31.369186,32.213638,19.306959,2.863312
20:23:40,18.058145,18.671560,31.369186,32.213638,17.817598,1.378812
20:23:41,19.551734,18.671560,31.369186,32.213638,17.817598,2.863312
20:23:42,19.551734,18.671560,31.369186,32.213638,17.817598,2.863312
20:23:43,19.551734,18.671560,29.818946,32.213638,17.817598,2.863312
20:23:44,19.551734,18.671560,29.818946,32.213638,17.817598,1.378812
20:23:45,19.551734,18.671560,31.369186,32.213638,17.817598,2.863312
20:23:46,19.551734,18.671560,31.369186,32.213638,19.306959,2.863312
20:23:47,19.551734,18.671560,29.818946,32.213638,17.817598,1.378812
20:23:48,19.551734,18.671560,31.369186,32.213638,17.817598,2.863312
20:23:49,19.551734,18.671560,31.369186,32.213638,17.817598,1.378812
20:23:50,18.058145,18.671560,31.369186,32.213638,17.817598,1.378812
20:23:51,18.058145,17.157257,32.923229,30.668048,17.817598,1.378812
20:23:52,18.058145,17.157257,31.369186,30.668048,16.331829,-0.102095
20:23:53,16.568359,17.157257,31.369186,30.668048,16.331829,-0.102095
20:23:54,16.568359,15.646757,29.818946,29.126476,16.331829,-1.578986
20:23:55,16.568359,15.646757,29.818946,29.126476,14.849655,-1.578986
20:23:56,12.121412,12.637383,26.730518,26.054958,11.896718,-4.521776
20:23:57,12.121412,14.140062,28.272726,26.054958,11.896718,-4.521776
20:23:58,13.599994,14.140062,28.272726,26.054958,11.896718,-3.052283
20:23:59,13.599994,14.140062,28.272726,26.054958,13.371284,-3.052283
20:24:00,13.599994,15.646757,28.272726,27.588708,13.371284,-3.052283
20:24:01,15.082381,15.646757,28.272726,27.588708,13.371284,-1.578986
20:24:02,15.082381,15.646757,28.272726,27.588708,13.371284,-1.578986
20:24:03,13.599994,15.646757,28.272726,27.588708,14.849655,-1.578986
20:24:04,15.082381,15.646757,29.818946,27.588708,13.371284,-1.578986
20:24:05,15.082381,17.157257,28.272726,27.588708,14.849655,-1.578986
20:24:06,15.082381,15.646757,31.369186,27.588708,13.371284,-1.578986
20:24:07,15.082381,17.157257,28.272726,27.588708,13.371284,-1.578986
20:24:08,13.599994,17.157257,28.272726,27.588708,14.849655,-1.578986
20:24:09,15.082381,17.157257,28.272726,29.126476,13.371284,-1.578986
20:24:10,15.082381,17.157257,28.272726,27.588708,14.849655,-1.578986
20:24:11,15.082381,17.157257,26.730518,27.588708,13.371284,-1.578986
20:24:12,15.082381,17.157257,28.272726,27.588708,14.849655,-1.578986
20:24:13,15.082381,17.157257,28.272726,27.588708,14.849655,-1.578986
20:24:14,15.082381,18.671560,28.272726,27.588708,14.849655,-1.578986
20:24:15,15.082381,17.157257,28.272726,27.588708,13.371284,-1.578986
20:24:16,15.082381,18.671560,28.272726,27.588708,14.849655,-1.578986
20:24:17,13.599994,18.671560,28.272726,27.588708,14.849655,-1.578986
20:24:18,13.599994,17.157257,26.730518,27.588708,13.371284,-1.578986
20:24:19,12.121412,14.140062,26.730518,24.525434,11.896718,-4.521776
20:24:20,12.121412,15.646757,25.192539,24.525434,11.896718,-4.521776
20:24:21,12.121412,17.157257,26.730518,24.525434,13.371284,-4.521776
20:24:22,10.646424,15.646757,26.730518,24.525434,11.896718,-4.521776
20:24:23,12.121412,15.646757,26.730518,26.054958,13.371284,-4.521776
20:24:24,12.121412,17.157257,26.730518,26.054958,13.371284,-4.521776
20:24:25,12.121412,17.157257,26.730518,26.054958,13.371284,-3.052283
20:24:26,13.599994,18.671560,28.272726,27.588708,14.849655,-3.052283
20:24:27,13.599994,17.157257,28.272726,26.054958,14.849655,-3.052283
20:24:28,13.599994,17.157257,26.730518,26.054958,14.849655,-3.052283
20:24:29,13.599994,17.157257,28.272726,26.054958,14.849655,-3.052283
20:24:30,12.121412,17.157257,26.730518,26.054958,13.371284,-3.052283
20:24:31,13.599994,17.157257,26.730518,26.054958,13.371284,-3.052283
20:24:32,13.599994,18.671560,28.272726,27.588708,16.331829,-3.052283
20:24:33,16.568359,20.189882,31.369186,29.126476,17.817598,-0.102095
20:24:34,16.568359,20.189882,31.369186,29.126476,17.817598,-0.102095
20:24:35,16.568359,21.712219,32.923229,29.126476,19.306959,1.378812
20:24:36,16.568359,21.712219,31.369186,30.668048,19.306959,1.378812
20:24:37,16.568359,21.712219,32.923229,30.668048,19.306959,1.378812
20:24:38,16.568359,21.712219,32.923229,29.126476,19.306959,1.378812
20:24:39,16.568359,21.712219,31.369186,30.668048,19.306959,1.378812
20:24:40,16.568359,20.189882,32.923229,29.126476,19.306959,1.378812
20:24:41,16.568359,21.712219,31.369186,29.126476,19.306959,1.378812
20:24:42,16.568359,21.712219,32.923229,29.126476,19.306959,1.378812
20:24:43,16.568359,21.712219,32.923229,29.126476,19.306959,1.378812
20:24:44,16.568359,21.712219,31.369186,29.126476,20.800338,1.378812
20:24:45,15.082381,18.671560,29.818946,27.588708,17.817598,-1.578986
20:24:46,13.599994,18.671560,29.818946,27.588708,17.817598,-1.578986
20:24:47,13.599994,20.189882,29.818946,27.588708,17.817598,-1.578986
20:24:48,13.599994,20.189882,29.818946,27.588708,17.817598,-1.578986
20:24:49,15.082381,20.189882,29.818946,27.588708,17.817598,-1.578986
20:24:50,12.121412,17.157257,26.730518,24.525434,16.331829,-4.521776
20:24:51,12.121412,17.157257,26.730518,24.525434,16.331829,-4.521776
20:24:52,12.121412,17.157257,28.272726,24.525434,16.331829,-3.052283
20:24:53,10.646424,17.157257,26.730518,24.525434,17.817598,-4.521776
20:24:54,12.121412,17.157257,28.272726,24.525434,16.331829,-4.521776
20:24:55,12.121412,17.157257,28.272726,24.525434,17.817598,-3.052283
20:24:56,12.121412,17.157257,29.818946,24.525434,17.817598,-3.052283
20:24:57,12.121412,18.671560,28.272726,24.525434,17.817598,-3.052283
20:24:58,12.121412,18.671560,28.272726,24.525434,17.817598,-3.052283
20:24:59,12.121412,18.671560,28.272726,24.525434,19.306959,-3.052283
20:25:00,12.121412,18.671560,28.272726,24.525434,19.306959,-3.052283
20:25:01,12.121412,18.671560,29.818946,24.525434,19.306959,-3.052283
20:25:02,12.121412,18.671560,29.818946,24.525434,19.306959,-3.052283
20:25:03,10.646424,18.671560,29.818946,24.525434,19.306959,-3.052283
20:25:04,12.121412,17.157257,28.272726,26.054958,20.800338,-3.052283
20:25:05,12.121412,18.671560,29.818946,26.054958,19.306959,-3.052283
20:25:06,12.121412,18.671560,29.818946,26.054958,19.306959,-3.052283
20:25:07,12.121412,18.671560,29.818946,26.054958,20.800338,-3.052283
20:25:08,12.121412,18.671560,28.272726,26.054958,20.800338,-3.052283
20:25:09,15.082381,20.189882,31.369186,27.588708,23.798297,-0.102095
20:25:10,15.082381,21.712219,29.818946,27.588708,22.297309,-0.102095
20:25:11,15.082381,21.712219,31.369186,27.588708,23.798297,-0.102095
20:25:12,15.082381,21.712219,31.369186,29.126476,23.798297,-0.102095
20:25:13,15.082381,21.712219,31.369186,27.588708,23.798297,-0.102095
20:25:14,15.082381,21.712219,31.369186,27.588708,25.302879,-0.102095
20:25:15,15.082381,23.238149,31.369186,27.588708,25.302879,-0.102095
20:25:16,15.082381,21.712219,31.369186,27.588708,25.302879,-0.102095
20:25:17,3.327073,9.643017,19.079307,15.429039,13.371284,-11.814281
20:25:18,1.874279,11.138298,19.079307,15.429039,13.371284,-11.814281
20:25:19,4.783672,11.138298,19.079307,16.935310,13.371284,-13.261579
20:25:20,3.327073,11.138298,20.601644,15.429039,14.849655,-11.814281
20:25:21,1.874279,11.138298,20.601644,15.429039,14.849655,-11.814281
20:25:22,1.874279,11.138298,19.079307,15.429039,13.371284,-13.261579
20:25:23,4.783672,12.637383,20.601644,16.935310,16.331829,-11.814281
20:25:24,3.327073,12.637383,20.601644,16.935310,16.331829,-10.362967
20:25:25,1.874279,11.138298,17.560775,13.926360,14.849655,-13.261579
20:25:26,1.874279,11.138298,17.560775,15.429039,14.849655,-13.261579
20:25:27,1.874279,11.138298,17.560775,15.429039,14.849655,-13.261579
20:25:28,6.243864,14.140062,20.601644,18.445598,17.817598,-8.908271
20:25:29,1.874279,9.643017,17.560775,13.926360,14.849655,-13.261579
20:25:30,1.874279,11.138298,17.560775,15.429039,14.849655,-13.261579
20:25:31,6.243864,15.646757,22.127784,19.959692,19.306959,-8.908271
20:25:32,1.874279,12.637383,17.560775,15.429039,16.331829,-11.814281
20:25:33,1.874279,12.637383,17.560775,15.429039,16.331829,-13.261579
20:25:34,6.243864,17.157257,22.127784,18.445598,20.800338,-8.908271
20:25:35,6.243864,15.646757,22.127784,19.959692,20.800338,-8.908271
20:25:36,1.874279,11.138298,17.560775,15.429039,17.817598,-11.814281
20:25:37,1.874279,12.637383,17.560775,15.429039,17.817598,-11.814281
20:25:38,4.783672,15.646757,20.601644,18.445598,20.800338,-8.908271
20:25:39,1.874279,12.637383,17.560775,13.926360,17.817598,-11.814281
20:25:40,4.783672,15.646757,23.658155,18.445598,22.297309,-8.908271
20:25:41,1.874279,11.138298,20.601644,15.429039,17.817598,-11.814281
20:25:42,1.874279,12.637383,17.560775,15.429039,19.306959,-11.814281
20:25:43,1.874279,12.637383,17.560775,15.429039,19.306959,-11.814281
20:25:44,4.783672,14.140062,20.601644,18.445598,22.297309,-10.362967
20:25:45,4.783672,14.140062,20.601644,18.445598,22.297309,-8.908271
20:25:46,1.874279,12.637383,17.560775,15.429039,19.306959,-13.261579
20:25:47,4.783672,14.140062,20.601644,16.935310,22.297309,-8.908271
20:25:48,4.783672,15.646757,20.601644,16.935310,22.297309,-10.362967
20:25:49,4.783672,15.646757,20.601644,18.445598,22.297309,-8.908271
20:25:50,4.783672,15.646757,22.127784,18.445598,23.798297,-8.908271
20:25:51,4.783672,15.646757,20.601644,18.445598,23.798297,-8.908271
20:25:52,4.783672,15.646757,20.601644,18.445598,23.798297,-8.908271
20:25:53,4.783672,15.646757,22.127784,18.445598,23.798297,-8.908271
20:25:54,4.783672,15.646757,20.601644,18.445598,25.302879,-8.908271
20:25:55,6.243864,15.646757,22.127784,18.445598,25.302879,-8.908271
20:25:56,4.783672,15.646757,22.127784,18.445598,25.302879,-8.908271
20:25:57,4.783672,15.646757,22.127784,18.445598,25.302879,-8.908271
20:25:58,4.783672,15.646757,22.127784,18.445598,26.811264,-8.908271
20:25:59,6.243864,15.646757,22.127784,18.445598,26.811264,-7.449769
20:26:00,4.783672,15.646757,23.658155,18.445598,26.811264,-8.908271
20:26:01,6.243864,17.157257,22.127784,18.445598,26.811264,-7.449769
20:26:02,6.243864,17.157257,23.658155,18.445598,28.323667,-7.449769
20:26:03,6.243864,15.646757,25.192539,18.445598,28.323667,-7.449769
20:26:04,7.707861,18.671560,26.730518,19.959692,28.323667,-5.987675
20:26:05,6.243864,17.157257,25.192539,19.959692,28.323667,-7.449769
20:26:06,6.243864,17.157257,25.192539,19.959692,28.323667,-8.908271
20:26:07,6.243864,17.157257,25.192539,19.959692,28.323667,-7.449769
20:26:08,3.327073,14.140062,25.192539,16.935310,25.302879,-10.362967
20:26:09,6.243864,18.671560,26.730518,19.959692,29.839662,-7.449769
20:26:11,6.243864,17.157257,26.730518,19.959692,29.839662,-7.449769
20:26:11,6.243864,17.157257,26.730518,18.445598,29.839662,-7.449769
20:26:13,6.243864,17.157257,25.192539,19.959692,28.323667,-7.449769
20:26:14,4.783672,17.157257,25.192539,18.445598,29.839662,-8.908271
20:26:15,4.783672,17.157257,25.192539,18.445598,28.323667,-8.908271
20:26:16,6.243864,17.157257,26.730518,18.445598,29.839662,-7.449769
20:26:17,6.243864,17.157257,28.272726,18.445598,29.839662,-7.449769
20:26:18,6.243864,17.157257,31.369186,19.959692,31.359674,-7.449769
20:26:19,1.874279,15.646757,25.192539,16.935310,26.811264,-10.362967
20:26:20,6.243864,18.671560,28.272726,19.959692,31.359674,-7.449769
20:26:21,3.327073,15.646757,-0.362511,16.935310,28.323667,-10.362967
20:26:22,6.243864,18.671560,-1.831370,18.445598,31.359674,-8.908271
20:26:23,3.327073,15.646757,-1.831370,16.935310,28.323667,-10.362967
20:26:24,4.783672,18.671560,-0.362511,19.959692,31.359674,-7.449769
20:26:25,6.243864,20.189882,1.110363,19.959692,32.883701,-7.449769
20:26:26,3.327073,15.646757,1.110363,16.935310,29.839662,-10.362967
20:26:27,6.243864,20.189882,7.039276,18.445598,32.883701,-7.449769
20:26:28,3.327073,17.157257,5.551393,15.429039,29.839662,-10.362967
20:26:29,6.243864,20.189882,14.535337,18.445598,32.883701,-7.449769
20:26:30,4.783672,17.157257,13.028430,16.935310,31.359674,-8.908271
20:26:31,3.327073,17.157257,5.551393,16.935310,31.359674,-10.362967
20:26:32,4.783672,18.671560,10.026244,18.445598,32.883701,-8.908271
20:26:33,4.783672,20.189882,10.026244,18.445598,32.883701,-8.908271
20:26:34,4.783672,18.671560,8.530752,18.445598,32.883701,-8.908271
20:26:35,3.327073,18.671560,7.039276,16.935310,32.883701,-10.362967
20:26:36,3.327073,18.671560,8.530752,16.935310,31.359674,-10.362967
20:26:37,3.327073,18.671560,2.587043,15.429039,32.883701,-10.362967
20:26:38,4.783672,18.671560,13.028430,16.935310,32.883701,-8.908271
20:26:39,3.327073,17.157257,20.601644,15.429039,32.883701,-10.362967
