time,red,green,blue,green2,blue2,orange
15:49:24,33.079860,46.561904,48.102207,46.561904,25.468387,29.803306
15:49:25,33.079860,46.561904,46.561904,46.561904,25.468387,29.803306
15:49:26,33.079860,46.561904,46.561904,45.025405,25.468387,29.803306
15:49:27,33.079860,46.561904,46.561904,45.025405,25.468387,29.803306
15:49:28,33.079860,46.561904,48.102207,45.025405,25.468387,29.803306
15:49:29,33.079860,46.561904,46.561904,45.025405,25.468387,29.803306
15:49:30,33.079860,46.561904,46.561904,45.025405,25.468387,29.803306
15:49:31,33.079860,46.561904,46.561904,46.561904,25.468387,29.803306
15:49:32,31.577392,45.025405,45.025405,43.492710,23.984943,28.309082
15:49:33,34.586132,49.646530,49.646530,48.102207,28.446477,31.301334
15:49:34,36.096210,51.194866,51.194866,49.646530,29.940912,34.308593
15:49:35,37.610092,51.194866,51.194866,49.646530,29.940912,34.308593
15:49:36,36.096210,49.646530,49.646530,48.102207,28.446477,32.803169
15:49:37,34.586132,49.646530,49.646530,48.102207,28.446477,32.803169
15:49:38,36.096210,49.646530,49.646530,48.102207,28.446477,32.803169
