12.384,111.41,74.32,-13.52
12.401,105.74,75.12,-13.52
12.418,98.53,75.84,-13.43
12.434,90.36,76.43,-13.29
12.452,82.11,76.9,-13.06
12.468,73.94,77.3,-12.68
12.484,66.06,77.48,-12.31
12.501,58.59,77.26,-12.15
12.517,51.75,76.72,-12.09
12.534,45.82,75.96,-12.04
12.551,40.76,75.11,-11.95
12.567,36.39,74.3,-11.77
12.584,32.77,73.59,-11.51
12.601,30.09,73.01,-11.15
12.618,28.54,72.52,-10.7
12.634,27.74,72.04,-10.18
12.651,27.15,71.52,-9.6
12.667,26.08,70.98,-8.9
12.684,24.45,70.48,-8.16
12.701,23.04,70.04,-7.48
12.717,22.52,69.66,-6.93
12.734,22.91,69.33,-6.49
12.751,23.81,68.96,-6.07
12.767,24.44,68.49,-5.56
12.784,24.35,67.95,-4.87
12.801,23.89,67.42,-4.04
12.817,23.8,67,-3.21
12.834,24.46,66.72,-2.37
12.85,25.8,66.55,-1.38
12.867,27.66,66.47,-0.13
12.885,29.68,66.37,1.35
12.9,31.63,66.24,2.96
12.917,33.82,66.08,4.6
12.934,36.45,65.88,6.27
12.951,39.3,65.61,8.02
12.967,42.11,65.25,9.94
12.984,44.9,64.78,12.03
13,47.8,64.11,14.17
13.017,50.85,63.19,16.31
13.034,53.75,62.11,18.29
13.05,56.24,60.95,20.06
13.067,58.24,59.8,21.59
13.084,59.81,58.69,22.9
13.1,61.01,57.64,24.04
13.118,61.96,56.54,25.15
13.134,62.75,55.35,26.34
13.151,63.47,54.13,27.56
13.167,64.32,52.91,28.74
13.184,65.31,51.67,29.86
13.201,66.39,50.36,31.05
13.217,67.37,49.08,32.27
13.234,68.4,47.9,33.42
13.251,69.95,46.72,34.55
13.268,72.34,45.4,35.86
13.285,75.39,43.97,37.45
13.301,78.71,42.55,39.17
13.318,81.79,41.17,40.77
13.334,84.41,39.79,42.27
13.351,86.54,38.51,43.64
13.368,88.26,37.39,44.84
13.384,89.62,36.46,45.86
13.401,90.57,35.68,46.67
13.419,91.15,35.08,47.24
13.436,91.5,34.64,47.67
13.452,91.6,34.38,47.95
13.468,91.29,34.34,47.99
13.484,90.35,34.6,47.63
13.501,89.08,35.17,46.82
13.518,87.99,36.1,45.69
13.534,87.42,37.33,44.4
13.551,87.23,38.81,42.98
13.568,86.98,40.6,41.31
13.584,86.38,42.72,39.27
13.601,85.54,45.16,36.92
13.617,84.72,47.85,34.38
13.634,84.16,50.65,31.83
13.651,83.83,53.56,29.3
13.667,83.44,56.62,26.49
13.685,82.85,59.74,23.36
13.701,82.23,62.7,20.32
13.718,81.88,65.3,17.77
13.734,81.82,67.51,15.79
13.75,81.75,69.48,14.09
13.767,81.13,71.31,12.25
13.784,80.01,72.9,10.26
13.801,78.86,74.2,8.38
13.818,77.95,75.27,6.76
13.834,77.25,76.23,5.36
13.851,76.56,77.15,3.91
13.868,75.66,77.99,2.22
13.885,74.68,78.65,0.39
13.902,73.84,79.11,-1.39
13.918,73.33,79.47,-3.08
13.934,73.09,79.72,-4.76
13.95,72.99,79.69,-6.49
13.967,72.85,79.24,-8.27
13.985,72.52,78.35,-10.09
14,72.03,77.19,-11.84
14.018,71.47,75.95,-13.44
14.035,70.89,74.68,-14.94
14.051,70.34,73.4,-16.38
14.067,69.88,72.16,-17.73
14.085,69.48,70.97,-18.99
14.1,69.03,69.68,-20.31
14.117,68.42,68.23,-21.77
14.135,67.66,66.69,-23.29
14.151,66.79,65.1,-24.86
14.168,65.96,63.59,-26.34
14.185,65.27,62.29,-27.6
14.201,64.86,61.09,-28.73
14.218,64.68,59.88,-29.85
14.235,64.52,58.62,-30.99
14.251,64.18,57.26,-32.22
14.268,63.52,55.73,-33.64
14.284,62.58,54.13,-35.15
