time,red,green,blue,green2,blue2,orange
16:22:05,98.707542,22.396657,45.237205,45.534191,23.054462,30.098176
16:22:06,98.707542,20.885522,45.237205,45.534191,23.054462,28.564002
16:22:07,98.707542,20.885522,45.237205,45.534191,21.569538,30.098176
16:22:08,98.707542,22.396657,45.237205,45.534191,21.569538,28.564002
16:22:09,98.707542,20.885522,45.237205,47.108737,23.054462,30.098176
16:22:10,98.707542,22.396657,45.237205,45.534191,23.054462,30.098176
16:22:11,98.707542,20.885522,46.811965,47.108737,21.569538,28.564002
16:22:12,100.383972,20.885522,45.237205,45.534191,23.054462,30.098176
16:22:13,98.707542,20.885522,46.811965,47.108737,21.569538,30.098176
16:22:14,98.707542,22.396657,45.237205,45.534191,23.054462,30.098176
16:22:15,98.707542,22.396657,46.811965,45.534191,23.054462,30.098176
16:22:16,98.707542,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:17,98.707542,20.885522,46.811965,47.108737,21.569538,30.098176
16:22:18,100.383972,22.396657,45.237205,45.534191,23.054462,30.098176
16:22:19,98.707542,20.885522,46.811965,47.108737,23.054462,30.098176
16:22:20,98.707542,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:21,98.707542,20.885522,46.811965,47.108737,21.569538,30.098176
16:22:22,98.707542,20.885522,46.811965,47.108737,23.054462,30.098176
16:22:23,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:24,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:25,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:26,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:27,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:28,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:29,98.707542,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:30,98.707542,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:31,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:32,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:33,98.707542,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:34,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:35,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:36,100.383972,22.396657,46.811965,47.108737,21.569538,30.098176
16:22:37,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:38,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:39,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:40,98.707542,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:41,100.383972,22.396657,46.811965,48.687725,23.054462,30.098176
16:22:42,98.707542,22.396657,46.811965,48.687725,23.054462,30.098176
16:22:43,98.707542,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:44,100.383972,22.396657,48.390949,47.108737,23.054462,30.098176
16:22:45,100.383972,22.396657,48.390949,47.108737,23.054462,30.098176
16:22:46,100.383972,22.396657,46.811965,47.108737,23.054462,30.098176
16:22:47,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:22:48,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:22:49,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:22:50,100.383972,22.396657,46.811965,48.687725,23.054462,30.098176
16:22:51,100.383972,22.396657,48.390949,47.108737,23.054462,30.098176
16:22:52,98.707542,22.396657,48.390949,48.687725,23.054462,30.098176
16:22:53,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:22:54,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:22:55,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:22:56,100.383972,22.396657,48.390949,47.108737,23.054462,30.098176
16:22:57,100.383972,22.396657,48.390949,47.108737,23.054462,30.098176
16:22:58,100.383972,22.396657,48.390949,48.687725,23.054462,31.636365
16:22:59,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:23:00,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:23:01,100.383972,22.396657,48.390949,48.687725,23.054462,31.636365
16:23:02,100.383972,22.396657,48.390949,48.687725,23.054462,30.098176
16:23:03,98.707542,22.396657,48.390949,48.687725,23.054462,30.098176
16:23:04,100.383972,22.396657,48.390949,48.687725,23.054462,31.636365
16:23:05,100.383972,22.396657,48.390949,48.687725,23.054462,31.636365
16:23:06,100.383972,22.396657,48.390949,48.687725,23.054462,31.636365
16:23:07,100.383972,22.396657,48.390949,48.687725,23.054462,31.636365
16:23:08,100.383972,23.911596,48.390949,48.687725,23.054462,30.098176
16:23:09,98.707542,22.396657,48.390949,48.687725,23.054462,31.636365
