time,yaw,pitch,roll
13:19:24,InùInitializing I2C d
13:19:24,vic
13:19:24,s...
T
13:19:24,sting d
13:19:24,vic
13:19:24, conn
13:19:24,ctions...
MPU6050 conn
13:19:24,ction succ
13:19:24,ssful

S
13:19:24,nd any charact
13:19:24,r to b
13:19:24,gin DMP programming and d
13:19:24,mo: 
Initializing DMP...
Enabling DMP...
Enabling int
13:19:24,rrupt d
13:19:24,t
13:19:24,ction (Arduino 
13:19:24,xt
13:19:24,rnal int
13:19:24,rrupt 0)...
DMP r
13:19:24,ady! Waiting for first int
13:19:24,rrupt...
0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:24,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
13:19:25,0.00,0.00,0.00
,
