time,yaw,pitch,roll
30000.15,-2.67,0.33
190000.15,-2.69,0.33
420000.15,-2.70,0.30
590000.15,-2.71,0.28
760000.15,-2.73,0.26
920000.15,-2.74,0.23
1100000.15,-2.76,0.21
1260000.14,-2.76,0.18
1430000.14,-2.78,0.16
1590000.14,-2.79,0.14
1760000.14,-2.81,0.11
1920000.14,-2.82,0.09
2100000.14,-2.83,0.06
2260000.14,-2.84,0.04
2430000.14,-2.85,0.01
2620000.14,-2.86,-0.01
2770000.14,-2.87,-0.03
2930000.14,-2.89,-0.05
3100000.14,-2.90,-0.07
3260000.14,-2.91,-0.09
3430000.14,-2.92,-0.12
3600000.14,-2.93,-0.13
3760000.14,-2.94,-0.15
3930000.14,-2.95,-0.17
4100000.14,-2.96,-0.19
4260000.13,-2.97,-0.21
4430000.14,-2.98,-0.23
4590000.14,-2.99,-0.25
4760000.14,-3.00,-0.27
4930000.14,-3.01,-0.29
5090000.14,-3.02,-0.30
5260000.14,-3.03,-0.33
5430000.14,-3.04,-0.34
5590000.14,-3.04,-0.36
5760000.14,-3.06,-0.38
5930000.14,-3.06,-0.40
6100000.14,-3.07,-0.42
6260000.14,-3.08,-0.43
6420000.14,-3.09,-0.44
6590000.13,-3.10,-0.47
6770000.13,-3.11,-0.48
6930000.13,-3.11,-0.49
7100000.13,-3.12,-0.51
7260000.13,-3.13,-0.53
7430000.13,-3.14,-0.54
7590000.13,-3.15,-0.56
7760000.13,-3.15,-0.58
7930000.12,-3.16,-0.59
8100000.12,-3.18,-0.61
8270000.12,-3.18,-0.62
8430000.12,-3.19,-0.63
8600000.12,-3.20,-0.65
8770000.12,-3.20,-0.66
8930000.12,-3.21,-0.68
9100000.12,-3.22,-0.69
9270000.12,-3.22,-0.70
9430000.12,-3.23,-0.72
9600000.12,-3.24,-0.73
9770000.12,-3.24,-0.75
9930000.12,-3.25,-0.76
10100000.12,-3.26,-0.77
10260000.12,-3.27,-0.79
10420000.12,-3.27,-0.80
10600000.12,-3.28,-0.81
10760000.12,-3.29,-0.82
10930000.12,-3.29,-0.84
11100000.12,-3.29,-0.85
11260000.12,-3.30,-0.86
11440000.11,-3.31,-0.87
11590000.11,-3.32,-0.88
11760000.11,-3.32,-0.90
11930000.11,-3.33,-0.91
12090000.11,-3.34,-0.92
12270000.11,-3.34,-0.93
12430000.11,-3.35,-0.94
12600000.11,-3.36,-0.95
12760000.11,-3.36,-0.96
12930000.11,-3.37,-0.98
13090000.11,-3.37,-0.98
13260000.11,-3.38,-1.00
13430000.11,-3.38,-1.00
13590000.11,-3.38,-1.02
13770000.11,-3.39,-1.02
13920000.11,-3.40,-1.03
14100000.11,-3.40,-1.05
14270000.11,-3.41,-1.05
14430000.11,-3.41,-1.07
14600000.11,-3.42,-1.07
14770000.11,-3.42,-1.08
14930000.11,-3.43,-1.09
15100000.10,-3.43,-1.10
15260000.10,-3.43,-1.11
15430000.10,-3.43,-1.12
15600000.10,-3.44,-1.13
15760000.10,-3.45,-1.14
15930000.10,-3.45,-1.14
16100000.10,-3.45,-1.16
16260000.10,-3.46,-1.16
16430000.10,-3.46,-1.17
16600000.10,-3.46,-1.18
16760000.10,-3.47,-1.19
16930000.10,-3.48,-1.20
17100000.10,-3.48,-1.21
17270000.10,-3.48,-1.21
17430000.09,-3.48,-1.22
17590000.09,-3.49,-1.23
17760000.09,-3.50,-1.23
17940000.09,-3.50,-1.24
18100000.09,-3.50,-1.25
18270000.09,-3.50,-1.26
18420000.09,-3.51,-1.26
18590000.09,-3.51,-1.27
18770000.09,-3.52,-1.28
18930000.09,-3.52,-1.29
19090000.09,-3.52,-1.30
19270000.09,-3.53,-1.30
19440000.09,-3.53,-1.30
19600000.09,-3.53,-1.31
19770000.09,-3.54,-1.32
19930000.08,-3.54,-1.32
20100000.08,-3.54,-1.33
20270000.08,-3.54,-1.34
20430000.08,-3.55,-1.35
20590000.08,-3.55,-1.35
20760000.08,-3.56,-1.35
20940000.08,-3.56,-1.36
21100000.08,-3.57,-1.37
21270000.08,-3.57,-1.37
21430000.08,-3.57,-1.38
21600000.08,-3.57,-1.39
21760000.08,-3.58,-1.39
21940000.08,-3.58,-1.40
22100000.08,-3.58,-1.40
22260000.07,-3.59,-1.41
22430000.07,-3.59,-1.42
22590000.07,-3.59,-1.42
22760000.07,-3.59,-1.43
22930000.07,-3.60,-1.44
23100000.07,-3.60,-1.44
23260000.07,-3.60,-1.44
23420000.07,-3.61,-1.45
23590000.07,-3.61,-1.46
23770000.07,-3.61,-1.46
23930000.07,-3.61,-1.46
24090000.07,-3.61,-1.47
24260000.07,-3.61,-1.48
24420000.07,-3.62,-1.49
24600000.07,-3.62,-1.49
24760000.06,-3.62,-1.49
24930000.06,-3.62,-1.50
25100000.06,-3.63,-1.50
25260000.06,-3.63,-1.51
25430000.06,-3.64,-1.51
25600000.06,-3.64,-1.51
25760000.06,-3.64,-1.51
25930000.06,-3.64,-1.52
26100000.06,-3.64,-1.52
26260000.06,-3.64,-1.53
26430000.05,-3.65,-1.53
26590000.05,-3.65,-1.53
26760000.05,-3.66,-1.54
26940000.05,-3.66,-1.54
27100000.05,-3.66,-1.55
27270000.05,-3.66,-1.55
27430000.05,-3.66,-1.56
27590000.05,-3.67,-1.56
27760000.05,-3.67,-1.56
27930000.05,-3.67,-1.57
28090000.05,-3.68,-1.57
28270000.05,-3.68,-1.58
28430000.05,-3.68,-1.58
28600000.05,-3.68,-1.58
28770000.04,-3.69,-1.58
28930000.04,-3.69,-1.58
29100000.04,-3.69,-1.59
29260000.04,-3.69,-1.59
29440000.04,-3.69,-1.60
29600000.04,-3.69,-1.60
29760000.04,-3.69,-1.60
29930000.04,-3.69,-1.60
30100000.04,-3.69,-1.60
30260000.04,-3.69,-1.61
30440000.04,-3.70,-1.61
30590000.04,-3.70,-1.62
30760000.04,-3.70,-1.62
30930000.04,-3.70,-1.62
